"","Varname","Date","Demographic","Index","Poll","n","Question"
"18","BES_Emotion_Crime_Afraid","2010-01-01","All adults",0.315296398343277,"BES Panels",11429,"Which, if any, of the following words describe your feelings about the crime situation in Britain? (Please tick up to four) [Afraid] (BES)"
"19","BES_Emotion_Crime_Afraid","2011-01-01","All adults",0.296214597683229,"BES Panels",12427,"Which, if any, of the following words describe your feelings about the crime situation in Britain? (Please tick up to four) [Afraid] (BES)"
"20","BES_Emotion_Crime_Afraid","2012-01-01","All adults",0.284063124145187,"BES Panels",12708,"Which, if any, of the following words describe your feelings about the crime situation in Britain? (Please tick up to four) [Afraid] (BES)"
"21","BES_Emotion_Crime_Afraid","2013-01-01","All adults",0.26782970163381,"BES Panels",4270,"Which, if any, of the following words describe your feelings about the crime situation in Britain? (Please tick up to four) [Afraid] (BES)"
"22","BES_Emotion_Crime_Uneasy","2004-01-01","All adults",0.604095599886359,"BES Panels",11136,"Which, if any, of the following words describe your feelings about the crime situation in Britain? (Please tick up to four) [Uneasy] (BES)"
"23","BES_Emotion_Crime_Uneasy","2005-01-01","All adults",0.591080010821722,"BES Panels",14354,"Which, if any, of the following words describe your feelings about the crime situation in Britain? (Please tick up to four) [Uneasy] (BES)"
"24","BES_Emotion_Crime_Uneasy","2006-01-01","All adults",0.597828857969753,"BES Panels",15339,"Which, if any, of the following words describe your feelings about the crime situation in Britain? (Please tick up to four) [Uneasy] (BES)"
"25","BES_Emotion_Crime_Uneasy","2007-01-01","All adults",0.598566878550995,"BES Panels",14349,"Which, if any, of the following words describe your feelings about the crime situation in Britain? (Please tick up to four) [Uneasy] (BES)"
"26","BES_Emotion_Crime_Uneasy","2008-01-01","All adults",0.623153991391039,"BES Panels",14371,"Which, if any, of the following words describe your feelings about the crime situation in Britain? (Please tick up to four) [Uneasy] (BES)"
"27","BES_Emotion_Crime_Uneasy","2009-01-01","All adults",0.57822995562951,"BES Panels",13566,"Which, if any, of the following words describe your feelings about the crime situation in Britain? (Please tick up to four) [Uneasy] (BES)"
"28","BES_Emotion_Crime_Uneasy","2010-01-01","All adults",0.545784181722947,"BES Panels",11429,"Which, if any, of the following words describe your feelings about the crime situation in Britain? (Please tick up to four) [Uneasy] (BES)"
"29","BES_Emotion_Crime_Uneasy","2011-01-01","All adults",0.51892462802639,"BES Panels",12427,"Which, if any, of the following words describe your feelings about the crime situation in Britain? (Please tick up to four) [Uneasy] (BES)"
"30","BES_Emotion_Crime_Uneasy","2012-01-01","All adults",0.507047044225161,"BES Panels",12708,"Which, if any, of the following words describe your feelings about the crime situation in Britain? (Please tick up to four) [Uneasy] (BES)"
"31","BES_Emotion_Crime_Uneasy","2013-01-01","All adults",0.47282427998851,"BES Panels",4270,"Which, if any, of the following words describe your feelings about the crime situation in Britain? (Please tick up to four) [Uneasy] (BES)"
"32","BES_increasecrimeBES","1992-01-01","All adults",0.908451787606162,"BES Panels",1602,"Do you think that the crime situation in Britain these days is [5-point scale: A lot better… A lot worse] (BES)"
"33","BES_increasecrimeBES","1993-01-01","All adults",0.868308917696479,"BES Panels",2594,"Do you think that the crime situation in Britain these days is [5-point scale: A lot better… A lot worse] (BES)"
"34","BES_increasecrimeBES","1998-01-01","All adults",0.310597328139434,"BES Panels",2804,"Do you think that the crime situation in Britain these days is [5-point scale: A lot better… A lot worse] (BES)"
"35","BES_increasecrimeBES","2004-01-01","All adults",0.709477095552798,"BES Panels",10844,"Do you think that the crime situation in Britain these days is [5-point scale: A lot better… A lot worse] (BES)"
"36","BES_increasecrimeBES","2005-01-01","All adults",0.698596187779604,"BES Panels",13907,"Do you think that the crime situation in Britain these days is [5-point scale: A lot better… A lot worse] (BES)"
"37","BES_increasecrimeBES","2006-01-01","All adults",0.724450459727879,"BES Panels",14822,"Do you think that the crime situation in Britain these days is [5-point scale: A lot better… A lot worse] (BES)"
"38","BES_increasecrimeBES","2007-01-01","All adults",0.737613075150497,"BES Panels",14007,"Do you think that the crime situation in Britain these days is [5-point scale: A lot better… A lot worse] (BES)"
"39","BES_increasecrimeBES","2008-01-01","All adults",0.734140192027328,"BES Panels",14053,"Do you think that the crime situation in Britain these days is [5-point scale: A lot better… A lot worse] (BES)"
"40","BES_increasecrimeBES","2009-01-01","All adults",0.644278020115336,"BES Panels",13203,"Do you think that the crime situation in Britain these days is [5-point scale: A lot better… A lot worse] (BES)"
"41","BES_increasecrimeBES","2010-01-01","All adults",0.552400745831626,"BES Panels",11085,"Do you think that the crime situation in Britain these days is [5-point scale: A lot better… A lot worse] (BES)"
"42","BES_increasecrimeBES","2011-01-01","All adults",0.589168557343904,"BES Panels",11976,"Do you think that the crime situation in Britain these days is [5-point scale: A lot better… A lot worse] (BES)"
"43","BES_increasecrimeBES","2012-01-01","All adults",0.566166945832517,"BES Panels",12210,"Do you think that the crime situation in Britain these days is [5-point scale: A lot better… A lot worse] (BES)"
"44","BES_increasecrimeBES","2013-01-01","All adults",0.503616148028754,"BES Panels",4108,"Do you think that the crime situation in Britain these days is [5-point scale: A lot better… A lot worse] (BES)"
"45","BSA_predict1","1983-01-01","All adults",0.5749117758891,"British Social Attitudes",1761,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [Acts of political terrorism will be common events] (BSA)"
"46","BSA_predict2","1983-01-01","All adults",0.610899974584219,"British Social Attitudes",1761,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [Riots and civil disturbance in our cities will be common events] (BSA)"
"47","BSA_predict5","1983-01-01","All adults",0.538703322183664,"British Social Attitudes",1761,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [The police in our cities will find it impossible to protect our personal safety on the streets] (BSA)"
"48","BSA_burglary","1983-01-01","All adults",0.452382087415225,"British Social Attitudes",1761,"How common is it for people's homes to be burgled in this area? [3-point scale: Very common… Not very common] (BSA)"
"49","BSA_victim","1983-01-01","All adults",0.694038865171267,"British Social Attitudes",1761,"Do you every worry about the possibility that you or anyone else who lives with you might be the victim of crime? [Yes/No] (BSA)"
"50","BSA_vmworry","1983-01-01","All adults",0.472283562215577,"British Social Attitudes",1761,"[If worry about being victim of crime] is this a big worry, a bit of a worry, or an occasional doubt? (BSA)"
"51","BSA_safedark","1983-01-01","All adults",0.361329213490042,"British Social Attitudes",1761,"How safe do you feel walking alone in this area after dark [4-point scale: Very safe... Very unsafe] (BSA)"
"52","BSA_vandal","1983-01-01","All adults",0.415390852245727,"British Social Attitudes",1761,"How common is deliberate damage done by vandals in this area [3-point scale: Very… Not very common] (BSA)"
"53","BSA_mugging","1983-01-01","All adults",0.146387444870182,"British Social Attitudes",1761,"How commone in this area is it for people ot be attacked and to have things stolen from them in the street [3-point scale: Very… Not very common] (BSA)"
"54","BSA_predict1","1984-01-01","All adults",0.636691405408055,"British Social Attitudes",1675,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [Acts of political terrorism will be common events] (BSA)"
"55","BSA_predict2","1984-01-01","All adults",0.575750802457133,"British Social Attitudes",1675,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [Riots and civil disturbance in our cities will be common events] (BSA)"
"56","BSA_predict5","1984-01-01","All adults",0.525492690750439,"British Social Attitudes",1675,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [The police in our cities will find it impossible to protect our personal safety on the streets] (BSA)"
"57","BSA_predict1","1986-01-01","All adults",0.742986606618214,"British Social Attitudes",3100,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [Acts of political terrorism will be common events] (BSA)"
"58","BSA_predict2","1986-01-01","All adults",0.650001856166111,"British Social Attitudes",3100,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [Riots and civil disturbance in our cities will be common events] (BSA)"
"59","BSA_predict5","1986-01-01","All adults",0.590736441664609,"British Social Attitudes",3100,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [The police in our cities will find it impossible to protect our personal safety on the streets] (BSA)"
"60","BSA_predict1","1987-01-01","All adults",0.612494943580477,"British Social Attitudes",2847,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [Acts of political terrorism will be common events] (BSA)"
"61","BSA_predict2","1987-01-01","All adults",0.67576897360412,"British Social Attitudes",2847,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [Riots and civil disturbance in our cities will be common events] (BSA)"
"62","BSA_predict5","1987-01-01","All adults",0.655448553936455,"British Social Attitudes",2847,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [The police in our cities will find it impossible to protect our personal safety on the streets] (BSA)"
"63","BSA_predict1","1989-01-01","All adults",0.583546132978504,"British Social Attitudes",3029,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [Acts of political terrorism will be common events] (BSA)"
"64","BSA_predict2","1989-01-01","All adults",0.476895917792708,"British Social Attitudes",3029,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [Riots and civil disturbance in our cities will be common events] (BSA)"
"65","BSA_predict5","1989-01-01","All adults",0.643308849567445,"British Social Attitudes",3029,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [The police in our cities will find it impossible to protect our personal safety on the streets] (BSA)"
"66","BSA_predict1","1990-01-01","All adults",0.65380757854658,"British Social Attitudes",2797,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [Acts of political terrorism will be common events] (BSA)"
"67","BSA_predict2","1990-01-01","All adults",0.674385826256409,"British Social Attitudes",2797,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [Riots and civil disturbance in our cities will be common events] (BSA)"
"68","BSA_predict5","1990-01-01","All adults",0.604233212804086,"British Social Attitudes",2797,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [The police in our cities will find it impossible to protect our personal safety on the streets] (BSA)"
"69","BSA_graffiti","1990-01-01","All adults",0.140443779560857,"British Social Attitudes",2797,"Please use this card to say how common or uncommon each of the following things is in your area [Graffiti on walls or buildings] [4-point scale: Very… Not at all common] (BSA)"
"70","BSA_vandals","1990-01-01","All adults",0.192909598813643,"British Social Attitudes",2797,"Please use this card to say how common or uncommon each of the following things is in your area [Vandalism and deliberate damage to property] [4-point scale: Very… Not at all common] (BSA)"
"71","BSA_burglary","1990-01-01","All adults",0.449035310924943,"British Social Attitudes",2797,"How common is it for people's homes to be burgled in this area? [3-point scale: Very common… Not very common] (BSA)"
"72","BSA_victim","1990-01-01","All adults",0.75706406408037,"British Social Attitudes",2797,"Do you every worry about the possibility that you or anyone else who lives with you might be the victim of crime? [Yes/No] (BSA)"
"73","BSA_vmworry","1990-01-01","All adults",0.524166502414872,"British Social Attitudes",2797,"[If worry about being victim of crime] is this a big worry, a bit of a worry, or an occasional doubt? (BSA)"
"74","BSA_safedark","1990-01-01","All adults",0.399222789675419,"British Social Attitudes",2797,"How safe do you feel walking alone in this area after dark [4-point scale: Very safe... Very unsafe] (BSA)"
"75","BSA_vandal","1990-01-01","All adults",0.412441931237107,"British Social Attitudes",2797,"How common is deliberate damage done by vandals in this area [3-point scale: Very… Not very common] (BSA)"
"76","BSA_mugging","1990-01-01","All adults",0.116329913438069,"British Social Attitudes",2797,"How commone in this area is it for people ot be attacked and to have things stolen from them in the street [3-point scale: Very… Not very common] (BSA)"
"77","BSA_predict1","1991-01-01","All adults",0.663789213311085,"British Social Attitudes",2918,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [Acts of political terrorism will be common events] (BSA)"
"78","BSA_predict2","1991-01-01","All adults",0.530838624061489,"British Social Attitudes",2918,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [Riots and civil disturbance in our cities will be common events] (BSA)"
"79","BSA_predict5","1991-01-01","All adults",0.617764730875259,"British Social Attitudes",2918,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [The police in our cities will find it impossible to protect our personal safety on the streets] (BSA)"
"80","BSA_predict1","1994-01-01","All adults",0.692105296345999,"British Social Attitudes",3469,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [Acts of political terrorism will be common events] (BSA)"
"81","BSA_predict2","1994-01-01","All adults",0.534498309092487,"British Social Attitudes",3469,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [Riots and civil disturbance in our cities will be common events] (BSA)"
"82","BSA_predict5","1994-01-01","All adults",0.610342285579401,"British Social Attitudes",3469,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [The police in our cities will find it impossible to protect our personal safety on the streets] (BSA)"
"83","BSA_graffiti","1994-01-01","All adults",0.305617956915805,"British Social Attitudes",3469,"Please use this card to say how common or uncommon each of the following things is in your area [Graffiti on walls or buildings] [4-point scale: Very… Not at all common] (BSA)"
"84","BSA_vandals","1994-01-01","All adults",0.434518069171915,"British Social Attitudes",3469,"Please use this card to say how common or uncommon each of the following things is in your area [Vandalism and deliberate damage to property] [4-point scale: Very… Not at all common] (BSA)"
"85","BSA_burglary","1994-01-01","All adults",0.602354764948408,"British Social Attitudes",3469,"How common is it for people's homes to be burgled in this area? [3-point scale: Very common… Not very common] (BSA)"
"86","BSA_attacks","1994-01-01","All adults",0.109257774206993,"British Social Attitudes",3469,"How comon or uncommon is this in your area? [People attacked in the streets] [4-point scale: Very common… Not at all common] (BSA)"
"87","BSA_vehtheft","1994-01-01","All adults",0.641753462422209,"British Social Attitudes",3469,"Please use this card to say how common or uncommon each of the following things is in your area [Cars broken into or stolen] [4-point scale: Very… Not at all common] (BSA)"
"88","BSA_victim","1994-01-01","All adults",0.824029135244942,"British Social Attitudes",3469,"Do you every worry about the possibility that you or anyone else who lives with you might be the victim of crime? [Yes/No] (BSA)"
"89","BSA_vmworry","1994-01-01","All adults",0.832073477464392,"British Social Attitudes",3469,"[If worry about being victim of crime] is this a big worry, a bit of a worry, or an occasional doubt? (BSA)"
"90","BSA_safedark","1994-01-01","All adults",0.364451651231481,"British Social Attitudes",3469,"How safe do you feel walking alone in this area after dark [4-point scale: Very safe... Very unsafe] (BSA)"
"91","BSA_victim","1995-01-01","All adults",0.811546442099759,"British Social Attitudes",3633,"Do you every worry about the possibility that you or anyone else who lives with you might be the victim of crime? [Yes/No] (BSA)"
"92","BSA_vmworry","1995-01-01","All adults",0.775046898365916,"British Social Attitudes",3633,"[If worry about being victim of crime] is this a big worry, a bit of a worry, or an occasional doubt? (BSA)"
"93","BSA_graffiti","1996-01-01","All adults",0.155813329053429,"British Social Attitudes",3620,"Please use this card to say how common or uncommon each of the following things is in your area [Graffiti on walls or buildings] [4-point scale: Very… Not at all common] (BSA)"
"94","BSA_vandals","1996-01-01","All adults",0.265785105429068,"British Social Attitudes",3620,"Please use this card to say how common or uncommon each of the following things is in your area [Vandalism and deliberate damage to property] [4-point scale: Very… Not at all common] (BSA)"
"95","BSA_burglary","1996-01-01","All adults",0.380696444243223,"British Social Attitudes",3620,"How common is it for people's homes to be burgled in this area? [3-point scale: Very common… Not very common] (BSA)"
"96","BSA_attacks","1996-01-01","All adults",0.0870536243338094,"British Social Attitudes",3620,"How comon or uncommon is this in your area? [People attacked in the streets] [4-point scale: Very common… Not at all common] (BSA)"
"97","BSA_vehtheft","1996-01-01","All adults",0.427404153074424,"British Social Attitudes",3620,"Please use this card to say how common or uncommon each of the following things is in your area [Cars broken into or stolen] [4-point scale: Very… Not at all common] (BSA)"
"98","BSA_graffiti","1998-01-01","All adults",0.144446696999243,"British Social Attitudes",3146,"Please use this card to say how common or uncommon each of the following things is in your area [Graffiti on walls or buildings] [4-point scale: Very… Not at all common] (BSA)"
"99","BSA_vandals","1998-01-01","All adults",0.218989233953597,"British Social Attitudes",3146,"Please use this card to say how common or uncommon each of the following things is in your area [Vandalism and deliberate damage to property] [4-point scale: Very… Not at all common] (BSA)"
"100","BSA_burglary","1998-01-01","All adults",0.294104996304283,"British Social Attitudes",3146,"How common is it for people's homes to be burgled in this area? [3-point scale: Very common… Not very common] (BSA)"
"101","BSA_attacks","1998-01-01","All adults",0.0721347296460681,"British Social Attitudes",3146,"How comon or uncommon is this in your area? [People attacked in the streets] [4-point scale: Very common… Not at all common] (BSA)"
"102","BSA_vehtheft","1998-01-01","All adults",0.353904318465415,"British Social Attitudes",3146,"Please use this card to say how common or uncommon each of the following things is in your area [Cars broken into or stolen] [4-point scale: Very… Not at all common] (BSA)"
"103","BSA_graffiti","2006-01-01","All adults",0.324268627448498,"British Social Attitudes",4290,"Please use this card to say how common or uncommon each of the following things is in your area [Graffiti on walls or buildings] [4-point scale: Very… Not at all common] (BSA)"
"104","BSA_vandals","2006-01-01","All adults",0.383706606173943,"British Social Attitudes",4290,"Please use this card to say how common or uncommon each of the following things is in your area [Vandalism and deliberate damage to property] [4-point scale: Very… Not at all common] (BSA)"
"105","BSA_graffiti","2007-01-01","All adults",0.3155074386214,"British Social Attitudes",4124,"Please use this card to say how common or uncommon each of the following things is in your area [Graffiti on walls or buildings] [4-point scale: Very… Not at all common] (BSA)"
"106","BSA_vandals","2007-01-01","All adults",0.389391838831998,"British Social Attitudes",4124,"Please use this card to say how common or uncommon each of the following things is in your area [Vandalism and deliberate damage to property] [4-point scale: Very… Not at all common] (BSA)"
"107","BSA_Safe10yr","2008-01-01","All adults",0.692141923499248,"British Social Attitudes",4486,"It is less safe for children today to play outside than it was 10 years ago? [Likert 5-point scale] (BSA)"
"108","BSA_Safe10yr","2010-01-01","All adults",0.625087271499169,"British Social Attitudes",3297,"It is less safe for children today to play outside than it was 10 years ago? [Likert 5-point scale] (BSA)"
"109","BSA_predict1","2012-01-01","All adults",0.453167371591418,"British Social Attitudes",3248,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [Acts of political terrorism will be common events] (BSA)"
"110","BSA_predict2","2012-01-01","All adults",0.463473413904813,"British Social Attitudes",3248,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [Riots and civil disturbance in our cities will be common events] (BSA)"
"111","BSA_predict5","2012-01-01","All adults",0.44904976470815,"British Social Attitudes",3248,"Here is a list of predictions about problems that Britain might face. For each one, please say how likely or unlikely [4-point scale] you think it is to come true in Britain within the next ten years [The police in our cities will find it impossible to protect our personal safety on the streets] (BSA)"
"112","CSEW_safewalkdark","1982-01-01","All adults",0.128288303369396,"BCS / CSEW",10905,"How safe do you feel walking alone in this area after dark [4-point scale: Very safe... Very unsafe] (BCS/CSEW)"
"113","CSEW_safewalkdark","1984-01-01","All adults",0.314126315245433,"BCS / CSEW",11030,"How safe do you feel walking alone in this area after dark [4-point scale: Very safe... Very unsafe] (BCS/CSEW)"
"114","CSEW_worryburg","1984-01-01","All adults",0.574346550332298,"BCS / CSEW",11030,"Could you tell me how worried you are about [Having your home broken into and something stolen] [4-point scale: Very… Not at all worried] (BCS/CSEW)"
"115","CSEW_worrymug","1984-01-01","All adults",0.415679826732601,"BCS / CSEW",11030,"Could you tell me how worried you are about [Being mugged and robbed] [4-point scale: Very… Not at all worried] (BCS/CSEW)"
"116","CSEW_worryrape","1984-01-01","All adults",0.475161831694704,"BCS / CSEW",11030,"Could you tell me how worried you are about [Being raped (women only)] [4-point scale: Very… Not at all worried] (BCS/CSEW)"
"117","CSEW_worrymolest","1984-01-01","All adults",0.473096211304207,"BCS / CSEW",11030,"Could you tell me how worried you are about [Being sexually molested or pestered (women only)] [4-point scale: Very… Not at all worried] (BCS/CSEW)"
"118","CSEW_worryvand","1984-01-01","All adults",0.527047540464937,"BCS / CSEW",11030,"Could you tell me how worried you are about [Having your home or property damaged by vandals] [4-point scale: Very… Not at all worried] (BCS/CSEW)"
"119","CSEW_worryattack","1984-01-01","All adults",0.381892765387696,"BCS / CSEW",11030,"Could you tell me how worried you are about [Being attacked by strangers] [4-point scale: Very… Not at all worried] (BCS/CSEW)"
"120","CSEW_worryinsult","1984-01-01","All adults",0.269793012661178,"BCS / CSEW",11030,"Could you tell me how worried you are about [Being insulted or bothered by strangers] [4-point scale: Very… Not at all worried] (BCS/CSEW)"
"121","CSEW_likelyvand","1984-01-01","All adults",0.259223583136709,"BCS / CSEW",11030,"Tell me how likely you think this crime is to happen to you in the next year [Having your home or property damaged by vandals] [6-point scale: Certain to… Certain not to] (BCS/CSEW)"
"122","CSEW_likelymug","1984-01-01","All adults",0.160276039017242,"BCS / CSEW",11030,"Tell me how likely you think this crime is to happen to you in the next year [Being mugged and robbed] [6-point scale: Certain to… Certain not to] (BCS/CSEW)"
"123","CSEW_likelyattack","1984-01-01","All adults",0.142247146409511,"BCS / CSEW",11030,"Tell me how likely you think this crime is to happen to you in the next year [Being attacked by strangers] [6-point scale: Certain to… Certain not to] (BCS/CSEW)"
"124","CSEW_likelyburg","1984-01-01","All adults",0.378675557481706,"BCS / CSEW",11030,"Tell me how likely you think this crime is to happen to you in the next year [Having your home broken into and something taken] [6-point scale: Certain to… Certain not to] (BCS/CSEW)"
"125","CSEW_likelyrape","1984-01-01","All adults",0.104692259109388,"BCS / CSEW",11030,"Tell me how likely you think this crime is to happen to you in the next year [Being raped (women only)] [6-point scale: Certain to… Certain not to] (BCS/CSEW)"
"126","CSEW_likelymolest","1984-01-01","All adults",0.119825506942504,"BCS / CSEW",11030,"Tell me how likely you think this crime is to happen to you in the next year [Being sexually molested or pestered (women only)] [6-point scale: Certain to… Certain not to] (BCS/CSEW)"
"127","CSEW_commonteen","1984-01-01","All adults",0.418876469799965,"BCS / CSEW",11030,"How common or uncommon are [Teenagers hanging around on the streets] [4-point scale: Very… not at all common] (BCS/CSEW)"
"128","CSEW_commongraff","1984-01-01","All adults",0.180228040030417,"BCS / CSEW",11030,"How common or uncommon are [Graffiti on walls or buildings] [4-point scale: Very… not at all common] (BCS/CSEW)"
"129","CSEW_safewalkdark","1988-01-01","All adults",0.32541472394774,"BCS / CSEW",10012,"How safe do you feel walking alone in this area after dark [4-point scale: Very safe... Very unsafe] (BCS/CSEW)"
"130","CSEW_safehomenight","1988-01-01","All adults",0.106431048496187,"BCS / CSEW",10012,"How safe do you feel when you are alone in your own home at night? [4-point scale: Very safe… Very unsafe] (BCS/CSEW)"
"131","CSEW_worryburg","1988-01-01","All adults",0.552664026130708,"BCS / CSEW",10012,"Could you tell me how worried you are about [Having your home broken into and something stolen] [4-point scale: Very… Not at all worried] (BCS/CSEW)"
"132","CSEW_worrymug","1988-01-01","All adults",0.445907090070561,"BCS / CSEW",10012,"Could you tell me how worried you are about [Being mugged and robbed] [4-point scale: Very… Not at all worried] (BCS/CSEW)"
"133","CSEW_worryrape","1988-01-01","All adults",0.539987464124434,"BCS / CSEW",10012,"Could you tell me how worried you are about [Being raped (women only)] [4-point scale: Very… Not at all worried] (BCS/CSEW)"
"134","CSEW_worryvand","1988-01-01","All adults",0.483658726204578,"BCS / CSEW",10012,"Could you tell me how worried you are about [Having your home or property damaged by vandals] [4-point scale: Very… Not at all worried] (BCS/CSEW)"
"135","CSEW_worrycarstolen","1988-01-01","All adults",0.507412564135553,"BCS / CSEW",10012,"Could you tell me how worried you are about [Having your car stolen] [4-point scale: Very… Not at all worried] (BCS/CSEW)"
