"","Varname","Date","Demographic","Index","Poll","n","Question"
"25","BES_deathpenBES","1992-01-01","All adults",0.6278312207644,"BES Panels",1558,"Would you like to see the death penalty kept or abolished? (BES)"
"26","BES_deathpenBES","1994-01-01","All adults",0.547377864881767,"BES Panels",2231,"Would you like to see the death penalty kept or abolished? (BES)"
"27","BSA_cappun1","1983-01-01","All adults",0.776997573639675,"British Social Attitudes",1761,"Are you in favour of or against the death penalty for [murder in the course of a terrorist act] [Favour/Against] (BSA)"
"28","BSA_cappun2","1983-01-01","All adults",0.749693864356521,"British Social Attitudes",1761,"Are you in favour of or against the death penalty for [murder of a policeman] [Favour/Against] (BSA)"
"29","BSA_cappun3","1983-01-01","All adults",0.654114770612255,"British Social Attitudes",1761,"Are you in favour of or against the death penalty for [other murders] [Favour/Against] (BSA)"
"30","BSA_cappun1","1984-01-01","All adults",0.794588956463666,"British Social Attitudes",1675,"Are you in favour of or against the death penalty for [murder in the course of a terrorist act] [Favour/Against] (BSA)"
"31","BSA_cappun2","1984-01-01","All adults",0.74799655183207,"British Social Attitudes",1675,"Are you in favour of or against the death penalty for [murder of a policeman] [Favour/Against] (BSA)"
"32","BSA_cappun3","1984-01-01","All adults",0.678153725873285,"British Social Attitudes",1675,"Are you in favour of or against the death penalty for [other murders] [Favour/Against] (BSA)"
"33","BSA_cappun1","1985-01-01","All adults",0.798661442902637,"British Social Attitudes",1804,"Are you in favour of or against the death penalty for [murder in the course of a terrorist act] [Favour/Against] (BSA)"
"34","BSA_cappun2","1985-01-01","All adults",0.751367661229567,"British Social Attitudes",1804,"Are you in favour of or against the death penalty for [murder of a policeman] [Favour/Against] (BSA)"
"35","BSA_cappun3","1985-01-01","All adults",0.679020329493537,"British Social Attitudes",1804,"Are you in favour of or against the death penalty for [other murders] [Favour/Against] (BSA)"
"36","BSA_deathapp","1986-01-01","All adults",0.744427021430206,"British Social Attitudes",3100,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"37","BSA_deathapp","1987-01-01","All adults",0.742196921119636,"British Social Attitudes",2847,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"38","BSA_deathapp","1989-01-01","All adults",0.748039045575286,"British Social Attitudes",3029,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"39","BSA_cappun1","1989-01-01","All adults",0.796428380959044,"British Social Attitudes",3029,"Are you in favour of or against the death penalty for [murder in the course of a terrorist act] [Favour/Against] (BSA)"
"40","BSA_cappun2","1989-01-01","All adults",0.750094028683697,"British Social Attitudes",3029,"Are you in favour of or against the death penalty for [murder of a policeman] [Favour/Against] (BSA)"
"41","BSA_cappun3","1989-01-01","All adults",0.727490418032425,"British Social Attitudes",3029,"Are you in favour of or against the death penalty for [other murders] [Favour/Against] (BSA)"
"42","BSA_deathapp","1990-01-01","All adults",0.695171326090405,"British Social Attitudes",2797,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"43","BSA_cappun1","1990-01-01","All adults",0.723991029224664,"British Social Attitudes",2797,"Are you in favour of or against the death penalty for [murder in the course of a terrorist act] [Favour/Against] (BSA)"
"44","BSA_cappun2","1990-01-01","All adults",0.692816526704173,"British Social Attitudes",2797,"Are you in favour of or against the death penalty for [murder of a policeman] [Favour/Against] (BSA)"
"45","BSA_cappun3","1990-01-01","All adults",0.625943928960919,"British Social Attitudes",2797,"Are you in favour of or against the death penalty for [other murders] [Favour/Against] (BSA)"
"46","BSA_deathapp","1991-01-01","All adults",0.589240016668641,"British Social Attitudes",2918,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"47","BSA_deathapp","1993-01-01","All adults",0.743025871436543,"British Social Attitudes",2945,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"48","BSA_cappun1","1993-01-01","All adults",0.77081177335171,"British Social Attitudes",2945,"Are you in favour of or against the death penalty for [murder in the course of a terrorist act] [Favour/Against] (BSA)"
"49","BSA_cappun2","1993-01-01","All adults",0.731500569264936,"British Social Attitudes",2945,"Are you in favour of or against the death penalty for [murder of a policeman] [Favour/Against] (BSA)"
"50","BSA_cappun3","1993-01-01","All adults",0.667066910584345,"British Social Attitudes",2945,"Are you in favour of or against the death penalty for [other murders] [Favour/Against] (BSA)"
"51","BSA_deathapp","1994-01-01","All adults",0.691723399609153,"British Social Attitudes",3469,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"52","BSA_cappun1","1994-01-01","All adults",0.724820873093513,"British Social Attitudes",3469,"Are you in favour of or against the death penalty for [murder in the course of a terrorist act] [Favour/Against] (BSA)"
"53","BSA_cappun2","1994-01-01","All adults",0.700674948665816,"British Social Attitudes",3469,"Are you in favour of or against the death penalty for [murder of a policeman] [Favour/Against] (BSA)"
"54","BSA_cappun3","1994-01-01","All adults",0.604942334968689,"British Social Attitudes",3469,"Are you in favour of or against the death penalty for [other murders] [Favour/Against] (BSA)"
"55","BSA_deathapp","1995-01-01","All adults",0.672660206326257,"British Social Attitudes",3633,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"56","BSA_cappun1","1995-01-01","All adults",0.715295263224675,"British Social Attitudes",3633,"Are you in favour of or against the death penalty for [murder in the course of a terrorist act] [Favour/Against] (BSA)"
"57","BSA_cappun2","1995-01-01","All adults",0.694590262387672,"British Social Attitudes",3633,"Are you in favour of or against the death penalty for [murder of a policeman] [Favour/Against] (BSA)"
"58","BSA_cappun3","1995-01-01","All adults",0.625195920505902,"British Social Attitudes",3633,"Are you in favour of or against the death penalty for [other murders] [Favour/Against] (BSA)"
"59","BSA_deathapp","1996-01-01","All adults",0.662620019760527,"British Social Attitudes",3620,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"60","BSA_deathapp","1998-01-01","All adults",0.595515610335433,"British Social Attitudes",3146,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"61","BSA_deathapp","1999-01-01","All adults",0.578357745111351,"British Social Attitudes",3143,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"62","BSA_deathapp","2000-01-01","All adults",0.591194740737865,"British Social Attitudes",3426,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"63","BSA_deathapp","2001-01-01","All adults",0.532512424246758,"British Social Attitudes",3287,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"64","BSA_deathapp","2002-01-01","All adults",0.563509589177916,"British Social Attitudes",3435,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"65","BSA_deathapp","2003-01-01","All adults",0.593064211832216,"British Social Attitudes",4432,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"66","BSA_deathapp","2004-01-01","All adults",0.548026029008873,"British Social Attitudes",3199,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"67","BSA_deathapp","2005-01-01","All adults",0.590513299414342,"British Social Attitudes",4268,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"68","BSA_deathapp","2006-01-01","All adults",0.5767762233941,"British Social Attitudes",4290,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"69","BSA_deathapp","2007-01-01","All adults",0.568165712749897,"British Social Attitudes",4124,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"70","BSA_deathapp","2008-01-01","All adults",0.59934677434608,"British Social Attitudes",4486,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"71","BSA_deathapp","2009-01-01","All adults",0.560548476500165,"British Social Attitudes",3421,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"72","BSA_deathapp","2010-01-01","All adults",0.552984176665517,"British Social Attitudes",3297,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"73","BSA_deathapp","2011-01-01","All adults",0.568317037389515,"British Social Attitudes",3311,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"74","BSA_deathapp","2012-01-01","All adults",0.55444841653471,"British Social Attitudes",3248,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"75","BSA_deathapp","2013-01-01","All adults",0.547826510554193,"British Social Attitudes",3244,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"76","BSA_deathapp","2014-01-01","All adults",0.488732154550006,"British Social Attitudes",2878,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"77","BSA_deathapp","2015-01-01","All adults",0.475100064638622,"British Social Attitudes",4328,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"78","BSA_deathapp","2016-01-01","All adults",0.460740525905665,"British Social Attitudes",2942,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"79","BSA_deathapp","2017-01-01","All adults",0.454898843516741,"British Social Attitudes",3988,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"80","BSA_deathapp","2018-01-01","All adults",0.456891989165876,"British Social Attitudes",3879,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"81","BSA_deathapp","2019-01-01","All adults",0.43106151059503,"British Social Attitudes",3224,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"82","BSA_deathapp","2020-01-01","All adults",0.411770387073801,"British Social Attitudes",3964,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"83","BSA_deathapp","2021-01-01","All adults",0.41571625197058,"British Social Attitudes",6250,"For some crimes, the death penalty is the most appropriate sentence [Likert 5-point scale] (BSA)"
"84","GP_DeathPen78","1978-09-01","All adults",0.866080156402737,"Gallup",1030,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for all murders] (Gallup)"
"85","GP_DeathPen78","1979-09-01","All adults",0.839095744680851,"Gallup",756,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for all murders] (Gallup)"
"86","GP_DeathPenArmy","1981-07-01","All adults",0.710550887021475,"Gallup",1071,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for the murder of members of the army and police force] (Gallup)"
"87","GP_DeathPenTerrorist","1981-07-01","All adults",0.762172284644195,"Gallup",1071,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for all terrorist murders] (Gallup)"
"88","GP_DeathPenWoman","1981-07-01","All adults",0.72778297474275,"Gallup",1071,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murdering a women following a sexual asssault] (Gallup)"
"89","GP_DeathPenSurprise","1981-07-01","All adults",0.399438727782975,"Gallup",1071,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murdering a man who surprises him breaking into premises] (Gallup)"
"90","GP_DeathPenDrunk","1981-07-01","All adults",0.291316526610644,"Gallup",1071,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murder by someone while under the influence of alcohol] (Gallup)"
"91","GP_DeathPenInsane","1981-07-01","All adults",0.169158878504673,"Gallup",1071,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murder by someone while suffering from insanity or some serious mental disease] (Gallup)"
"92","GP_DeathPenProvoke","1981-07-01","All adults",0.205248359887535,"Gallup",1071,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murdering someone as a result of considerable provocation] (Gallup)"
"93","GP_DeathPenFun","1981-07-01","All adults",0.761012183692596,"Gallup",1071,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murdering someone just for the fun of it] (Gallup)"
"94","GP_DeathPenChildRape","1981-07-01","All adults",0.644194756554307,"Gallup",1071,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for child rape] (Gallup)"
"95","GP_DeathPenRape","1981-07-01","All adults",0.445692883895131,"Gallup",1071,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for rape] (Gallup)"
"96","GP_DeathPenArmy","1982-03-01","All adults",0.746746746746747,"Gallup",999,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for the murder of members of the army and police force] (Gallup)"
"97","GP_DeathPenTerrorist","1982-03-01","All adults",0.775775775775776,"Gallup",999,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for all terrorist murders] (Gallup)"
"98","GP_DeathPenWoman","1982-03-01","All adults",0.725725725725726,"Gallup",999,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murdering a women following a sexual asssault] (Gallup)"
"99","GP_DeathPenSurprise","1982-03-01","All adults",0.461461461461462,"Gallup",999,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murdering a man who surprises him breaking into premises] (Gallup)"
"100","GP_DeathPenDrunk","1982-03-01","All adults",0.282565130260521,"Gallup",999,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murder by someone while under the influence of alcohol] (Gallup)"
"101","GP_DeathPenInsane","1982-03-01","All adults",0.113340020060181,"Gallup",999,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murder by someone while suffering from insanity or some serious mental disease] (Gallup)"
"102","GP_DeathPenProvoke","1982-03-01","All adults",0.198198198198198,"Gallup",999,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murdering someone as a result of considerable provocation] (Gallup)"
"103","GP_DeathPenFun","1982-03-01","All adults",0.746492985971944,"Gallup",999,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murdering someone just for the fun of it] (Gallup)"
"104","GP_DeathPenChildRape","1982-03-01","All adults",0.613613613613613,"Gallup",999,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for child rape] (Gallup)"
"105","GP_DeathPenRape","1982-03-01","All adults",0.408408408408408,"Gallup",999,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for rape] (Gallup)"
"106","GP_DeathPenArmy","1983-06-01","All adults",0.714902807775378,"Gallup",929,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for the murder of members of the army and police force] (Gallup)"
"107","GP_DeathPenTerrorist","1983-06-01","All adults",0.759439050701187,"Gallup",929,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for all terrorist murders] (Gallup)"
"108","GP_DeathPenWoman","1983-06-01","All adults",0.683926645091694,"Gallup",929,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murdering a women following a sexual asssault] (Gallup)"
"109","GP_DeathPenSurprise","1983-06-01","All adults",0.363146551724138,"Gallup",929,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murdering a man who surprises him breaking into premises] (Gallup)"
"110","GP_DeathPenDrunk","1983-06-01","All adults",0.276756756756757,"Gallup",929,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murder by someone while under the influence of alcohol] (Gallup)"
"111","GP_DeathPenInsane","1983-06-01","All adults",0.113636363636364,"Gallup",929,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murder by someone while suffering from insanity or some serious mental disease] (Gallup)"
"112","GP_DeathPenProvoke","1983-06-01","All adults",0.211891891891892,"Gallup",929,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murdering someone as a result of considerable provocation] (Gallup)"
"113","GP_DeathPenFun","1983-06-01","All adults",0.737068965517242,"Gallup",929,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murdering someone just for the fun of it] (Gallup)"
"114","GP_DeathPenChildRape","1983-06-01","All adults",0.638320775026911,"Gallup",929,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for child rape] (Gallup)"
"115","GP_DeathPenRape","1983-06-01","All adults",0.435952637244349,"Gallup",929,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for rape] (Gallup)"
"116","GP_DeathPenArmy","1987-10-01","All adults",0.648,"Gallup",1000,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for the murder of members of the army and police force] (Gallup)"
"117","GP_DeathPenTerrorist","1987-10-01","All adults",0.722,"Gallup",1000,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for all terrorist murders] (Gallup)"
"118","GP_DeathPenWoman","1987-10-01","All adults",0.688,"Gallup",1000,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murdering a women following a sexual asssault] (Gallup)"
"119","GP_DeathPenSurprise","1987-10-01","All adults",0.372,"Gallup",1000,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murdering a man who surprises him breaking into premises] (Gallup)"
"120","GP_DeathPenDrunk","1987-10-01","All adults",0.33,"Gallup",1000,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murder by someone while under the influence of alcohol] (Gallup)"
"121","GP_DeathPenInsane","1987-10-01","All adults",0.149,"Gallup",1000,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murder by someone while suffering from insanity or some serious mental disease] (Gallup)"
"122","GP_DeathPenProvoke","1987-10-01","All adults",0.226,"Gallup",1000,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murdering someone as a result of considerable provocation] (Gallup)"
"123","GP_DeathPenFun","1987-10-01","All adults",0.702,"Gallup",1000,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murdering someone just for the fun of it] (Gallup)"
"124","GP_DeathPenChildRape","1987-10-01","All adults",0.626,"Gallup",1000,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for child rape] (Gallup)"
"125","GP_DeathPenRape","1987-10-01","All adults",0.47,"Gallup",1000,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for rape] (Gallup)"
"126","GP_DeathPenArmy","1989-09-01","All adults",0.729810568295115,"Gallup",1003,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for the murder of members of the army and police force] (Gallup)"
"127","GP_DeathPenTerrorist","1989-09-01","All adults",0.804586241276172,"Gallup",1003,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for all terrorist murders] (Gallup)"
"128","GP_DeathPenWoman","1989-09-01","All adults",0.734795613160519,"Gallup",1003,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murdering a women following a sexual asssault] (Gallup)"
"129","GP_DeathPenSurprise","1989-09-01","All adults",0.396809571286142,"Gallup",1003,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murdering a man who surprises him breaking into premises] (Gallup)"
"130","GP_DeathPenDrunk","1989-09-01","All adults",0.378863409770688,"Gallup",1003,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murder by someone while under the influence of alcohol] (Gallup)"
"131","GP_DeathPenInsane","1989-09-01","All adults",0.159521435692921,"Gallup",1003,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murder by someone while suffering from insanity or some serious mental disease] (Gallup)"
"132","GP_DeathPenProvoke","1989-09-01","All adults",0.257228315054836,"Gallup",1003,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murdering someone as a result of considerable provocation] (Gallup)"
"133","GP_DeathPenFun","1989-09-01","All adults",0.741774675972084,"Gallup",1003,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for murdering someone just for the fun of it] (Gallup)"
"134","GP_DeathPenChildRape","1989-09-01","All adults",0.622133599202393,"Gallup",1003,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for child rape] (Gallup)"
"135","GP_DeathPenRape","1989-09-01","All adults",0.466600199401795,"Gallup",1003,"Some people have suggested that the death penalty should be re-introduced. Which of these statements comes closest to your view? [Should be reintroduced for rape] (Gallup)"
"136","GP_Death_Abolish","1938-10-01","All adults",0.55,"Gallup",1001,"Should the death penalty be abolished? (Gallup)"
"137","GP_Death_Abolish","1938-11-01","All adults",0.49,"Gallup",1001,"Should the death penalty be abolished? (Gallup)"
"138","GP_Death_Murder","1947-04-01","All adults",0.69,"Gallup",1001,"In this country most people convicted of murder are sentenced to death. Do you agree with this or do you think that the death penalty should be abolished? (Gallup)"
"139","GP_Death_Murder","1947-11-01","All adults",0.65,"Gallup",1001,"In this country most people convicted of murder are sentenced to death. Do you agree with this or do you think that the death penalty should be abolished? (Gallup)"
"140","GP_Death_Murder","1953-10-01","All adults",0.73,"Gallup",1001,"In this country most people convicted of murder are sentenced to death. Do you agree with this or do you think that the death penalty should be abolished? (Gallup)"
"141","GP_Death_Murder","1955-12-01","All adults",0.61,"Gallup",1001,"In this country most people convicted of murder are sentenced to death. Do you agree with this or do you think that the death penalty should be abolished? (Gallup)"
"142","GP_Death_Keep","1956-02-01","All adults",0.69,"Gallup",1001,"Which of these alternatives would you favour at the present time? [Keep the death penalty] (Gallup)"
"143","GP_Death_Keep","1956-11-01","All adults",0.82,"Gallup",1001,"Which of these alternatives would you favour at the present time? [Keep the death penalty] (Gallup)"
"144","GP_Death_Abolish","1962-07-01","All adults",0.7,"Gallup",1001,"Should the death penalty be abolished? (Gallup)"
"145","GP_Death_Abolish","1962-08-01","All adults",0.81,"Gallup",1001,"Should the death penalty be abolished? (Gallup)"
"146","GP_Death_Abolish","1964-11-01","All adults",0.79,"Gallup",1001,"Should the death penalty be abolished? (Gallup)"
"147","GP_Death_Abolish","1965-02-01","All adults",0.7,"Gallup",1001,"Should the death penalty be abolished? (Gallup)"
"148","GP_Death_Abolish","1970-01-01","All adults",0.61,"Gallup",2200,"Should the death penalty be abolished? (Gallup)"
"149","YG_Death_AllMurder","2019-01-01","All adults",0.353333333333333,"YouGov",5095,"Would you support or oppose the reintroduction of the death penalty for the following crimes? [All murders] [Support/Oppose] (YouGov)"
"150","YG_Death_AllMurder","2020-01-01","All adults",0.326666666666667,"YouGov",9940,"Would you support or oppose the reintroduction of the death penalty for the following crimes? [All murders] [Support/Oppose] (YouGov)"
"151","YG_Death_AllMurder","2021-01-01","All adults",0.327142857142857,"YouGov",12073,"Would you support or oppose the reintroduction of the death penalty for the following crimes? [All murders] [Support/Oppose] (YouGov)"
"152","YG_Death_AllMurder","2022-01-01","All adults",0.333333333333333,"YouGov",10777,"Would you support or oppose the reintroduction of the death penalty for the following crimes? [All murders] [Support/Oppose] (YouGov)"
"153","YG_Death_AllMurder","2023-01-01","All adults",0.332857142857143,"YouGov",12344,"Would you support or oppose the reintroduction of the death penalty for the following crimes? [All murders] [Support/Oppose] (YouGov)"
"154","YG_Death_ChildMurder","2019-01-01","All adults",0.523333333333333,"YouGov",5095,"Would you support or oppose the reintroduction of the death penalty for the following crimes? [Murder of child] [Support/Oppose] (YouGov)"
